mod;cod;marca;clase;tipo1;tipo2;tipo3;peso;serv;valor02;valor03;valor04;valor05;valor06;valor07;valor08;valor09;valor10;valor11;valor12;valor13;valor14;valor15;valor16;valor17;valor18;valor19;um;importado;bcpp;pesokg;potencia
F;11520001;ZHONGXING     ;PICKUP SENCILLA ;ADMIRAL        ;2.2L           ;MT 2200CC 4X2  ;1;1;       0;       0;       0;       0;       0;   13300;   14300;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   31700;F;T;   39600; 1148;101
F;11520002;ZHONGXING     ;PICKUP SENCILLA ;ADMIRAL        ;2.8L           ;MT 2800CC 4X2 D;1;1;       0;       0;       0;       0;       0;   14200;   15200;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   33400;F;T;   41800; 1148; 76
F;11520003;ZHONGXING     ;PICKUP SENCILLA ;ADMIRAL        ;2.2L           ;MT 2200CC 4X2 E;1;1;       0;       0;       0;       0;       0;   13500;   14500;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   32100;F;T;   40100; 1148;101
F;11512001;ZHONGXING     ;FURGON          ;ADMIRAL        ;2.8L           ;MT 2800CC 4X2 D;1;2;       0;       0;       0;       0;       0;   13700;   14700;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   29900;F;T;   37400; 1148; 76
F;11512002;ZHONGXING     ;FURGON          ;ADMIRAL        ;2.2L           ;MT 2200CC 4X2  ;1;2;       0;       0;       0;       0;       0;   13200;   14200;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   28400;F;T;   35500; 1148;101
F;11619001;AMPLE         ;MOTOCARRO       ;AVA            ;T 797          ;MT 797CC EST   ;1;1;       0;       0;       0;       0;       0;    6500;    7000;    7500;    8000;       0;       0;       0;       0;       0;       0;       0;       0;   15900;F;T;   19900;  900; 36
F;11619002;AMPLE         ;MOTOCARRO       ;AVA            ;C 797          ;MT 797 CC      ;1;1;       0;       0;       0;       0;       0;    7200;    7700;    8300;    8900;    9500;       0;       0;       0;       0;       0;       0;       0;   15100;F;T;   18900;  900; 36
F;11617001;AMPLE         ;MOTOCICLETA     ;KRONOS         ;250            ;AT 250 CC      ;1;1;       0;       0;       0;       0;       0;    2200;    2400;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    6300;F;T;    7900;  155; 17
F;11617002;AMPLE         ;MOTOCICLETA     ;TANTA          ;125            ;AT 125 CC      ;1;1;       0;       0;       0;       0;       0;     800;     900;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    3400;F;T;    4300;  108;  6
F;11617003;AMPLE         ;MOTOCICLETA     ;TANTA          ;150            ;AT 150 CC      ;1;1;       0;       0;       0;       0;     800;     900;    1000;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    3700;F;T;    4600;  108;  7
F;11617004;AMPLE         ;MOTOCICLETA     ;KRONOS         ;150            ;AT 150 CC      ;1;1;       0;       0;       0;       0;    1300;    1400;    1500;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4600;F;T;    5800;  155;  7
F;11617005;AMPLE         ;MOTOCICLETA     ;HESTIA         ;125            ;AT 125 CC      ;1;1;       0;       0;       0;       0;     700;     800;     900;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    3300;F;T;    4100;  110;  6
F;11617006;AMPLE         ;MOTOCICLETA     ;HESTIA         ;150            ;AT 150 CC      ;1;1;       0;       0;       0;       0;       0;    1100;    1200;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4200;F;T;    5300;  110;  7
F;11617007;AMPLE         ;MOTOCICLETA     ;HEBE           ;50             ;AT 50 CC       ;1;1;       0;       0;       0;       0;     390;     420;     450;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    1800;F;T;    2300;   70;  2
F;11617008;AMPLE         ;MOTOCICLETA     ;HADE           ;50             ;AT 50 CC       ;1;1;       0;       0;       0;       0;     500;     540;     580;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    2100;F;T;    2600;   80;  2
F;11617010;AMPLE         ;MOTOCICLETA     ;ARES           ;125            ;AT 125 CC      ;1;1;       0;       0;       0;       0;     700;     800;     900;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    3300;F;T;    4100;   70;  7
F;11617012;AMPLE         ;MOTOCICLETA     ;EROS           ;125            ;AT 125 CC      ;1;1;       0;       0;       0;       0;       0;     900;    1000;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    3900;F;T;    4900;   97;  6
F;11617013;AMPLE         ;MOTOCICLETA     ;EROS           ;150            ;AT 150 CC      ;1;1;       0;       0;       0;       0;     900;    1000;    1100;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4000;F;T;    5000;   97;  7
F;11617014;AMPLE         ;MOTOCICLETA     ;YORK           ;50             ;AT 50 CC       ;1;1;       0;       0;       0;       0;     420;     450;     480;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    1800;F;T;    2300;   82;  2
F;11617015;AMPLE         ;MOTOCICLETA     ;HADE           ;80             ;AT 80 CC       ;1;1;       0;       0;       0;       0;       0;     700;     780;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    2400;F;T;    3000;   80;  3
F;11617016;AMPLE         ;MOTOCICLETA     ;PEPE           ;80             ;AT 80 CC       ;1;1;       0;       0;       0;       0;       0;     800;     880;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    3300;F;T;    4100;   80;  3
F;11617009;AMPLE         ;MOTOCICLETA     ;CENTAURUS      ;150            ;MT 150 CC      ;1;1;       0;       0;       0;       0;    1000;    1100;    1200;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4200;F;T;    5300;  119;  9
F;11617011;AMPLE         ;MOTOCICLETA     ;ASTRO          ;150            ;MT 150 CC      ;1;1;       0;       0;       0;       0;    1200;    1300;    1400;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4500;F;T;    5600;  119;  9
F;11611001;AMPLE         ;CHASIS          ;ASM            ;240 L          ;MT 9730CC 4X2 D;0;1;       0;       0;       0;       0;       0;   70200;   75300;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  121400;F;T;  151800;16000;240
F;11611002;AMPLE         ;CHASIS          ;ASN            ;310 L          ;MT 9730CC 6X4 D;0;1;       0;       0;       0;       0;       0;   72300;   77600;   83300;   89400;   95900;       0;       0;       0;       0;       0;       0;       0;  169500;F;T;  211900;28000;310
F;11611003;AMPLE         ;CHASIS          ;ASN            ;420 L          ;MT 11600CC 6X4 ;0;1;       0;       0;       0;       0;       0;   93500;   99500;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  191800;F;T;  239800;28000;420
F;11611004;AMPLE         ;CHASIS          ;ASN            ;420 LX         ;MT 11600CC 6X4 ;0;1;       0;       0;       0;       0;       0;   88300;   92900;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  174000;F;T;  217500;28000;420
F;11622001;AMPLE         ;REMOLCADOR      ;ASM            ;280 T          ;MT 9730CC 4X2 D;0;1;       0;       0;       0;       0;       0;   65100;   69900;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;  122100;F;T;  152600;16000;280
F;11622002;AMPLE         ;REMOLCADOR      ;ASN            ;420T           ;MT 11600CC TD 6;0;1;       0;       0;       0;       0;       0;   74700;   80200;   86100;   92400;   99100;       0;       0;       0;       0;       0;       0;       0;  187800;F;T;  234800; 3050;420
F;11603001;AMPLE         ;BUS / BUSETA / M;FORTMAN        ;AMB6660        ;MT 3800CC TD 4X;0;1;       0;       0;       0;       0;   43400;   46600;   50000;   53600;   57500;       0;       0;       0;       0;       0;       0;       0;       0;  104600;F;T;  130800; 2200;120
F;11701001;GLOW          ;AUTOMOVIL       ;FREE           ;JNJ708A SPIRIT ;MT 800CC       ;1;1;       0;       0;       0;       0;    4100;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   12700;F;T;   15900;  645; 36
F;11701002;GLOW          ;AUTOMOVIL       ;FREE           ;JNJ7110 SPIRIT ;MT 1100CC      ;1;1;       0;       0;       0;       0;    4500;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   14000;F;T;   17500;  665; 52
F;11701003;GLOW          ;AUTOMOVIL       ;CITY           ;JNJ7111 SPIRIT ;MT 1100CC      ;1;1;       0;       0;       0;       0;    4800;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   15000;F;T;   18800;  690; 57
F;11817000;VERUCCI       ;MOTOCICLETA     ;ENDURO         ;VC 150 GY      ;MT 150CC       ;1;1;       0;       0;       0;       0;       0;    1400;    1500;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    3800;F;T;    4800;  121; 14
F;11817001;VERUCCI       ;MOTOCICLETA     ;ENDURO         ;VC 200 GY 3    ;MT 200CC       ;1;1;       0;       0;       0;       0;       0;    1300;    1400;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4500;F;T;    5600;  121; 18
F;11817003;VERUCCI       ;MOTOCICLETA     ;VC 150         ;FS 10D AVISPA  ;AT 150CC       ;1;1;       0;       0;       0;       0;       0;    2000;    2100;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4100;F;T;    5100;  113;  9
F;11817004;VERUCCI       ;MOTOCICLETA     ;VC 150         ;FS 10G GALAXIA ;AT 150CC       ;1;1;       0;       0;       0;       0;       0;    2000;    2100;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4100;F;T;    5100;  125;  9
F;11817005;VERUCCI       ;MOTOCICLETA     ;VC 150         ;VC 150 FS 7    ;AT 150CC VIPER ;1;1;       0;       0;       0;       0;       0;    2100;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4400;F;T;    5500;  125;  9
F;11817006;VERUCCI       ;MOTOCICLETA     ;VC 150         ;FS 6V RETRO    ;AT 150CC       ;1;1;       0;       0;       0;       0;       0;    1900;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    3700;F;T;    4600;   86;  9
F;11817007;VERUCCI       ;MOTOCICLETA     ;VC 150         ;T5 WING EDITIO ;AT 150CC       ;1;1;       0;       0;       0;       0;       0;    2400;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4700;F;T;    5900;   80; 10
F;11817008;VERUCCI       ;MOTOCICLETA     ;VC 150         ;FS 5 PANTERA   ;AT 150CC       ;1;1;       0;       0;       0;       0;       0;    2400;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4700;F;T;    5900;  125;  9
F;11817002;VERUCCI       ;MOTOCICLETA     ;VC 150         ;150 SP SPIRIT  ;MT 150CC       ;1;1;       0;       0;       0;       0;       0;     800;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    2800;F;T;    3500;    0;  8
F;11919001;JIALING       ;MOTOCARRO       ;JH             ;125-16 [MOTOCAR;MT 125CC       ;1;1;       0;       0;       0;       0;       0;    2100;    2200;    2400;    2600;       0;       0;       0;       0;       0;       0;       0;       0;    6200;F;F;    7100;    0; 12
F;11917004;JIALING       ;MOTOCICLETA     ;JH             ;150GY-2 [XTREME;MT 150CC       ;1;1;       0;       0;       0;       0;       0;       0;    1100;    1200;    1300;    1400;       0;       0;       0;       0;       0;       0;       0;    3500;F;T;    4400;  126; 11
F;11917021;JIALING       ;MOTOCICLETA     ;JH             ;150GY-3 [XTREME;MT 150CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    2100;       0;       0;       0;       0;       0;    3900;F;T;    4900;  125;  9
F;11917001;JIALING       ;MOTOCICLETA     ;JL             ;110-3 [MIX]    ;MT 110CC       ;1;1;       0;       0;       0;       0;     570;     610;     650;     700;     800;     900;       0;       0;       0;       0;       0;       0;       0;    2900;F;T;    3600;  100;  7
F;11917007;JIALING       ;MOTOCICLETA     ;JL             ;90-1 [SUPERCUB];MT 90CC        ;1;1;       0;       0;       0;       0;       0;     500;     520;     560;     600;       0;       0;       0;       0;       0;       0;       0;       0;    2100;F;T;    2600;   82;  6
F;11917011;JIALING       ;MOTOCICLETA     ;JL             ;70 [PONY]      ;MT 70CC        ;1;1;       0;       0;       0;     200;       0;       0;     280;     300;       0;       0;       0;       0;       0;       0;       0;       0;       0;    1500;F;T;    1900;   79;  6
F;11917013;JIALING       ;MOTOCICLETA     ;JL             ;110-8 [ECLIPSE];MT 110CC       ;1;1;       0;     470;     500;     590;       0;       0;       0;       0;     840;       0;       0;       0;       0;       0;       0;       0;       0;    2900;F;F;    3300;  105;  7
F;11917014;JIALING       ;MOTOCICLETA     ;JL             ;100-8          ;MT 100CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;     600;     800;    1000;       0;    1700;    2200;    2900;       0;    2900;F;F;    3300;   90;  6
F;11917019;JIALING       ;MOTOCICLETA     ;JL             ;110-7 [PAR]    ;AT 110CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    1400;       0;    2100;       0;    3100;       0;    3100;F;T;    3900;   94;  7
F;11917020;JIALING       ;MOTOCICLETA     ;JL             ;125-9 [SKY]    ;AT 125CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    1700;       0;       0;       0;       0;       0;    3400;F;T;    4300;  106;  6
F;11917022;JIALING       ;MOTOCICLETA     ;JL             ;125-8 [SKY WIND;AT 125CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    2300;       0;    2700;       0;       0;       0;    3100;F;T;    3900;  106;  6
F;11917005;JIALING       ;MOTOCICLETA     ;JL             ;125T-7 [EGO]   ;AT 125CC       ;1;1;       0;       0;       0;       0;     700;     800;     900;    1000;       0;       0;       0;       0;       0;       0;       0;       0;       0;    3300;F;T;    4100;  110;  7
F;11917010;JIALING       ;MOTOCICLETA     ;JL             ;125T-B09 [ZAFIR;AT 125CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;    1400;    1500;    1600;       0;       0;       0;       0;       0;       0;       0;    3800;F;T;    4800;   98;  9
F;11917002;JIALING       ;MOTOCICLETA     ;JH100 A        ;X100           ;MT 100CC       ;1;1;       0;       0;     350;     380;     410;     440;     470;     500;       0;       0;       0;       0;       0;       0;       0;       0;       0;    2100;F;T;    2600;   82; 10
F;11917003;JIALING       ;MOTOCICLETA     ;JH             ;150-35 [GOLD]  ;MT 135CC       ;1;1;       0;       0;       0;       0;       0;     900;    1000;    1100;    1200;    1300;       0;       0;       0;       0;       0;       0;       0;    3500;F;T;    4400;  135; 13
F;11917006;JIALING       ;MOTOCICLETA     ;JH             ;250E-3         ;MT 250CC       ;1;1;       0;       0;       0;       0;       0;    1700;    1800;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    6200;F;T;    7800;  135; 18
F;11917008;JIALING       ;MOTOCICLETA     ;JH             ;125-16 [CICLON];MT 125CC       ;1;1;       0;     400;     480;     520;     560;     600;     650;     700;     800;     900;       0;       0;       0;       0;       0;       0;       0;    2600;F;T;    3300;  105; 12
F;11917009;JIALING       ;MOTOCICLETA     ;JH             ;150T [CHOPPER] ;MT 150CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    5700;F;T;    7100;  125; 11
F;11917012;JIALING       ;MOTOCICLETA     ;JH             ;125-19D [CICLON;MT 125CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;    1000;    1100;       0;       0;       0;       0;       0;       0;       0;       0;    3200;F;F;    3700;  105; 12
F;11917016;JIALING       ;MOTOCICLETA     ;JH             ;125-C [CICLON 1;MT 135CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;    1100;    1200;       0;       0;       0;       0;       0;       0;    3000;F;F;    3500;  117; 11
F;11917017;JIALING       ;MOTOCICLETA     ;JH             ;100-2 [TORNADO];MT 100CC       ;1;1;       0;       0;       0;     480;     520;     560;     600;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    2000;F;F;    2300;    0;  6
F;11917018;JIALING       ;MOTOCICLETA     ;JH             ;100-7 [CICLON] ;MT 100CC       ;1;1;       0;       0;       0;       0;       0;       0;     700;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    2200;F;F;    2500;    0;  6
F;11917025;JIALING       ;MOTOCICLETA     ;X FIRE         ;230            ;MT 220CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    5800;       0;       0;       0;    6300;F;T;    7900;  134; 16
F;11917023;JIALING       ;MOTOCICLETA     ;160            ;RS             ;MT 156CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    1400;       0;       0;       0;       0;       0;    3200;F;T;    4000;  130; 11
F;11917024;JIALING       ;MOTOCICLETA     ;X RAY          ;125            ;MT 125CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    2500;       0;       0;       0;    2900;F;T;    3600;  120; 11
F;11917015;JIALING       ;MOTOCICLETA     ;JH             ;100-7 [GALAXY] ;MT 100CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;     900;    1000;       0;       0;       0;       0;       0;       0;    2700;F;F;    3100;   97;  7
F;12023001;GERLAP        ;REMOLQUE        ;CARBONERO      ;CARBONERO      ;3 EJES         ;0;2;       0;       0;   22300;   23900;   25600;   27500;   29500;   31600;   33900;       0;       0;       0;       0;       0;       0;       0;       0;   65000;F;F;   74800; 8000;  0
F;12025001;GERLAP        ;REMOLQUE        ;PLATAFORMA     ;ESTACAS        ;3 EJES         ;0;2;   20400;   21300;   22300;   23300;   24400;   25500;   26700;   27900;   29200;       0;       0;       0;       0;       0;       0;       0;       0;   56300;F;F;   64700; 8000;  0
F;12119001;DAYANG        ;MOTOCARRO       ;DY             ;200ZH          ;MT 200CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    7900;       0;       0;       0;       0;       0;    9100;F;T;   11400;  390; 16
F;12117003;DAYANG        ;MOTOCICLETA     ;DY             ;110            ;MT 110CC       ;1;1;       0;       0;       0;       0;       0;       0;    1100;    1200;       0;       0;       0;       0;       0;       0;       0;       0;       0;    2600;F;T;    3300;  106;  7
F;12117002;DAYANG        ;MOTOCICLETA     ;DY             ;200            ;MT 200CC       ;1;1;       0;       0;       0;       0;       0;    2400;    2600;    2800;       0;       0;       0;       0;       0;       0;       0;       0;       0;    5000;F;T;    6300;  128; 16
F;12117001;DAYANG        ;MOTOCICLETA     ;DY             ;150 GY         ;MT 149CC       ;1;1;       0;       0;       0;       0;    2000;    2100;    2300;    2500;       0;       0;       0;       0;       0;       0;       0;       0;       0;    4400;F;T;    5500;  118; 13
F;12219001;JINCHENG      ;MOTOCARRO       ;MC 100         ;C EST          ;MT 100CC 2T    ;1;1;       0;       0;       0;       0;    2700;    2900;    3100;    3300;    3500;       0;       0;       0;       0;       0;       0;       0;       0;    5500;F;T;    6900;  230; 13
F;12219002;JINCHENG      ;MOTOCARRO       ;MC 100         ;C FURGON       ;MT 100CC 2T    ;1;1;       0;       0;    2800;    3000;    3200;    3400;    3600;    3900;    4200;       0;       0;       0;       0;       0;       0;       0;       0;    6400;F;T;    8000;  230; 13
F;12219003;JINCHENG      ;MOTOCARRO       ;MC 150         ;EST            ;MT 150CC 4T    ;1;1;       0;       0;       0;       0;    3500;    3800;    4100;    4400;    4700;       0;       0;       0;       0;       0;       0;       0;       0;    7400;F;T;    9300;  230;  1
F;12219004;JINCHENG      ;MOTOCARRO       ;MC 150         ;FURGON         ;MT 150CC 4T    ;1;1;       0;       0;       0;    3900;    4200;    4500;    4800;    5100;    5500;       0;       0;       0;       0;       0;       0;       0;       0;    9600;F;T;   12000;  230;  1
F;12219005;JINCHENG      ;MOTOCARRO       ;MC 200         ;FORZA 200      ;MT 200CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;    4900;       0;       0;       0;       0;       0;       0;       0;       0;    7300;F;T;    9100;    0; 16
F;12219006;JINCHENG      ;MOTOCARRO       ;MC 175         ;ZK-8           ;MT 175CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;    4800;    5200;       0;       0;       0;       0;       0;       0;       0;    8400;F;T;   10500;  350; 13
F;12219007;JINCHENG      ;MOTOCARRO       ;MC 200         ;FURGON [ASL]   ;MT 200CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;    7000;    7500;       0;       0;       0;       0;       0;       0;       0;    9800;F;F;   11300;    0; 16
F;12219008;JINCHENG      ;MOTOCARRO       ;MC 200         ;PLATON         ;MT 200CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;    5100;    5500;       0;       0;       0;       0;       0;       0;    7300;F;F;    8400;    0; 16
F;12219009;JINCHENG      ;MOTOCARRO       ;MC 200         ;FURGON         ;MT 200CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    7900;       0;       0;       0;       0;       0;       0;    9600;F;F;   11000;    0; 16
F;12219010;JINCHENG      ;MOTOCARRO       ;MC 250         ;PLATON         ;MT 250CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    5800;    6200;    6700;       0;       0;       0;       0;    7500;F;F;    8600;    0; 17
F;12219011;JINCHENG      ;MOTOCARRO       ;MC 250         ;FURGON         ;MT 250CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    8500;       0;       0;       0;       0;    9500;F;F;   10900;    0; 17
F;12217010;JINCHENG      ;MOTOCICLETA     ;JC             ;M200-E [SAHARA];MT 200CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;    2200;       0;       0;       0;       0;       0;       0;       0;       0;    4500;F;T;    5600;  128; 11
F;12217002;JINCHENG      ;MOTOCICLETA     ;JC             ;110-18 [ROCKET];MT 110CC       ;1;1;       0;       0;       0;       0;       0;    1200;    1300;    1400;       0;       0;       0;       0;       0;       0;       0;       0;       0;    2900;F;T;    3600;  100; 11
F;12217011;JINCHENG      ;MOTOCICLETA     ;JC             ;110-19 [ROCKET];MT 110CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;    1600;    1700;       0;    1900;       0;       0;       0;       0;       0;    2400;F;T;    3000;  104;  7
F;12217001;JINCHENG      ;MOTOCICLETA     ;JC             ;JC 150T [EUPOLO;AT 150CC       ;1;1;       0;       0;       0;       0;       0;    1800;    1900;    2000;    2400;       0;       0;       0;       0;       0;       0;       0;       0;    4000;F;T;    5000;  135; 15
F;12217004;JINCHENG      ;MOTOCICLETA     ;JC             ;150T-6 [KOGGY] ;MT 150CC       ;1;1;       0;       0;       0;       0;       0;    1800;    1900;    2000;       0;       0;       0;       0;       0;       0;       0;       0;       0;    3600;F;T;    4500;  118; 13
F;12217008;JINCHENG      ;MOTOCICLETA     ;JC             ;125-T7 (COLT)  ;AT 125CC       ;1;1;       0;       0;       0;       0;       0;       0;    1600;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    3100;F;T;    3900;   97;  6
F;12217003;JINCHENG      ;MOTOCICLETA     ;JC             ;125-18 [LABOR] ;MT 125CC       ;1;1;       0;       0;       0;       0;     700;     800;     900;    1000;       0;       0;       0;       0;       0;       0;       0;       0;       0;    2000;F;T;    2500;  110;  7
F;12217005;JINCHENG      ;MOTOCICLETA     ;JC             ;125-17C GENTLE ;MT 125CC       ;1;1;       0;       0;       0;    1500;    1600;    1700;    1800;    1900;       0;       0;       0;       0;       0;       0;       0;       0;       0;    3200;F;T;    4000;  113;  9
F;12217006;JINCHENG      ;MOTOCICLETA     ;JC             ;100-C          ;MT 100CC 2T    ;1;1;     470;     500;       0;     530;     570;     610;     650;     700;       0;       0;       0;       0;       0;       0;       0;       0;       0;    1900;F;T;    2400;   86; 10
F;12217007;JINCHENG      ;MOTOCICLETA     ;JC             ;250-6 MANTIS   ;MT 250CC       ;1;1;       0;       0;       0;       0;    3200;       0;    3700;    4000;    4300;       0;       0;       0;       0;       0;       0;       0;       0;    6100;F;T;    7600;  154; 12
F;12217009;JINCHENG      ;MOTOCICLETA     ;JC             ;100-E          ;MT 100CC       ;1;1;       0;       0;       0;       0;       0;       0;    1000;    1100;    1200;    1300;    1400;    1500;       0;       0;       0;       0;       0;    2000;F;T;    2500;   82;  6
F;12217012;JINCHENG      ;MOTOCICLETA     ;JC             ;125-17B [FAST] ;MT 125CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;    1500;       0;       0;       0;       0;       0;       0;       0;       0;    2500;F;T;    3100;  113; 10
F;12217013;JINCHENG      ;MOTOCICLETA     ;JC             ;150-6B [SPEED] ;MT 150CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;    1800;       0;       0;       0;       0;       0;       0;       0;       0;    3200;F;T;    4000;  127; 13
F;12217014;JINCHENG      ;MOTOCICLETA     ;JC             ;150-21 [VENTURE;MT 150CC       ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;    2700;       0;       0;       0;       0;       0;    3000;F;T;    3800;  114; 11
F;12301001;GEELY         ;AUTOMOVIL       ;HAOQING        ;HB 1.0         ;MT 1000CC      ;1;1;       0;       0;       0;    8500;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   19800;F;T;   24800; 1170; 50
F;12301006;GEELY         ;AUTOMOVIL       ;LC             ;PANDA          ;MT 1300CC      ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;   11100;   12300;   13600;   15000;       0;       0;       0;       0;   22800;F;T;   28500;    0; 85
F;12301007;GEELY         ;AUTOMOVIL       ;MK             ;1.5 GL         ;MT 1500CC 5P 2A;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;   14400;   16900;   19900;       0;       0;       0;       0;       0;   27000;F;T;   33800;    0; 92
F;12301002;GEELY         ;AUTOMOVIL       ;CK             ;1.5 GL         ;MT 1500CC 4P   ;1;1;       0;       0;       0;       0;       0;    8400;    9000;       0;       0;   11000;       0;       0;       0;       0;       0;       0;       0;   24000;F;T;   30000; 1052; 94
F;12301003;GEELY         ;AUTOMOVIL       ;CK             ;1.5 GT         ;MT 1500CC 4P 2A;1;1;       0;       0;       0;       0;       0;    8900;    9500;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   30000;F;T;   37500; 1052; 94
F;12301004;GEELY         ;AUTOMOVIL       ;CK             ;1.3 GL         ;MT 1300CC 4P   ;1;1;       0;       0;       0;       0;       0;    8000;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   23000;F;T;   28800; 1042; 85
F;12301005;GEELY         ;AUTOMOVIL       ;MK             ;1.5 GS         ;MT 1500CC 4P AB;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;   14900;   16000;       0;       0;       0;       0;       0;       0;   28000;F;T;   35000;    0; 92
F;12301008;GEELY         ;AUTOMOVIL       ;EC             ;1.8 MT         ;MT 1800CC 4P   ;1;1;       0;       0;       0;       0;       0;       0;       0;       0;       0;   21600;   23500;   25600;   27900;       0;       0;       0;       0;   37000;F;T;   46300;    0;137
F;12301009;GEELY         ;AUTOMOVIL       ;CK             ;1.3 GS         ;MT 1300CC 4P TA;1;2;       0;       0;       0;       0;       0;       0;       0;       0;       0;    8000;    9400;   11000;   12900;       0;       0;       0;       0;   24000;F;T;   30000; 1042; 85
F;12301010;GEELY         ;AUTOMOVIL       ;CK             ;1.5 GL         ;MT 1500CC 4P TA;1;2;       0;       0;       0;       0;       0;       0;       0;       0;       0;    7700;       0;       0;       0;       0;       0;       0;       0;   24000;F;T;   30000; 1052; 94
F;12301011;GEELY         ;AUTOMOVIL       ;SL             ;1.8            ;MT 1800CC 4P   ;1;2;       0;       0;       0;       0;       0;       0;       0;       0;       0;       0;   15400;   18000;       0;       0;       0;       0;       0;   29900;F;T;   37400;    0;137
